HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0001924,Alistipes,atenolol,Dizziness,General,,positive,0.427070578,0.205346309,0.260916785
HMDB0001924,Anaerostipes,atenolol,Dizziness,General,,positive,0.326204633,0.528653437,0.237241068
HMDB0001924,Butyricicoccus,atenolol,Dizziness,General,,positive,0.296830909,0.367330775,0.250218849
HMDB0001924,Christensenellaceae_R-7_group,atenolol,Dizziness,General,,positive,0.342929561,0.240521775,0.256032051
HMDB0001924,Coriobacteriaceae_UCG-003,atenolol,Dizziness,General,,positive,0.416458601,0.44413845,0.495751306
HMDB0001924,Defluviitaleaceae_UCG-011,atenolol,Dizziness,General,,positive,0.393043142,0.258649692,0.432092502
HMDB0001924,Elusimicrobium,atenolol,Dizziness,General,,positive,0.38276522,0.429694247,0.375357809
HMDB0001924,Escherichia-Shigella,atenolol,Dizziness,General,,negative,-0.715602096,-0.49298106,-0.277455851
HMDB0001924,Intestinibacter,atenolol,Dizziness,General,,positive,0.468819762,0.311246057,0.476345048
HMDB0001924,Lachnospira,atenolol,Dizziness,General,,positive,0.345937307,0.27295865,0.273624106
HMDB0001924,Megasphaera,atenolol,Dizziness,General,,negative,-0.269697474,-0.57704238,-0.359506555
HMDB0001924,Methanobrevibacter,atenolol,Dizziness,General,,positive,0.42601759,0.356687403,0.396343238
HMDB0001924,Methylobacterium-Methylorubrum,atenolol,Dizziness,General,,positive,0.362017926,0.511883086,0.36528108
HMDB0001924,Muribaculaceae,atenolol,Dizziness,General,,negative,-0.411238576,-0.499955374,-0.182958414
HMDB0001924,NK4A214_group,atenolol,Dizziness,General,,positive,0.357115761,0.327454293,0.264314494
HMDB0001924,Phascolarctobacterium,atenolol,Dizziness,General,,negative,-0.546965682,-0.278693645,-0.34328969
HMDB0001924,Prevotellaceae_UCG-003,atenolol,Dizziness,General,,positive,0.286370322,0.419922642,0.376473382
HMDB0001924,Roseburia,atenolol,Dizziness,General,,positive,0.551193319,0.411929653,0.454682132
HMDB0001924,Solobacterium,atenolol,Dizziness,General,,positive,0.437658555,0.307618233,0.441798619
HMDB0001924,Subdoligranulum,atenolol,Dizziness,General,,positive,0.361282428,0.557501364,0.323742034
HMDB0001924,Succinivibrio,atenolol,Dizziness,General,,positive,0.636906745,0.359182438,0.212596516
HMDB0001924,UCG-005,atenolol,Dizziness,General,,positive,0.287685402,0.407475578,0.298161449
HMDB0001924,UCG-010,atenolol,Dizziness,General,,positive,0.307265998,0.264074839,0.313438895
HMDB0001924,Weissella,atenolol,Dizziness,General,,positive,0.509039624,0.33005798,0.350052266
HMDB0001169,Allisonella,4-aminophenol,Dizziness,General,,positive,0.543354557,0.500114261,0.410608617
HMDB0001169,Catenibacterium,4-aminophenol,Dizziness,General,,negative,-0.608328157,-0.451235626,-0.26685444
HMDB0001169,Coprococcus,4-aminophenol,Dizziness,General,,positive,0.383220192,0.361414241,0.369437857
HMDB0001169,Defluviitaleaceae_UCG-011,4-aminophenol,Dizziness,General,,negative,-0.444499845,-0.341343365,-0.38729339
HMDB0031804,Allisonella,methomyl,Dizziness,General,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Dizziness,General,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Dizziness,General,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Dizziness,General,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Dizziness,General,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Dizziness,General,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Dizziness,General,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0000228,Allisonella,phenol,Dizziness,General,Odor,positive,0.411963315,0.364919734,0.440956634
HMDB0000228,Anaerobiospirillum,phenol,Dizziness,General,Odor,negative,-0.514860459,-0.374848488,-0.324945387
HMDB0000228,Asteroleplasma,phenol,Dizziness,General,Odor,positive,0.307360533,0.397156735,0.326622502
HMDB0000228,Butyricicoccus,phenol,Dizziness,General,Odor,negative,-0.268343243,-0.364126592,-0.461774336
HMDB0000228,Lactococcus,phenol,Dizziness,General,Odor,negative,-0.393941793,-0.398746067,-0.369886017
HMDB0000228,Prevotellaceae_UCG-003,phenol,Dizziness,General,Odor,negative,-0.387823676,-0.458783869,-0.294568198
HMDB0000228,Solobacterium,phenol,Dizziness,General,Odor,negative,-0.412354924,-0.334642215,-0.302900518
HMDB0029751,Butyricicoccus,naphthalene,Dizziness,General,Odor,negative,-0.32,-0.520146809,-0.415692939
HMDB0029751,Catenibacterium,naphthalene,Dizziness,General,Odor,negative,-0.2,-0.585680736,-0.374865773
HMDB0029751,GCA-900066575,naphthalene,Dizziness,General,Odor,negative,-0.3,-0.528787689,-0.359532273
HMDB0029751,Monoglobus,naphthalene,Dizziness,General,Odor,negative,-0.34,-0.324194779,-0.425140067
HMDB0029751,Rikenellaceae_RC9_gut_group,naphthalene,Dizziness,General,Odor,positive,0.366666667,0.281814419,0.413362618
HMDB0000718,Coprococcus,isovaleric acid,Periodontal Probing Depth,Dental,Odor,positive,0.405418442,0.408565762,0.607868254
HMDB0000718,Treponema,isovaleric acid,Periodontal Probing Depth,Dental,Odor,negative,-0.434803904,-0.296624786,-0.494081618
HMDB0000756,Agathobacter,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.636797114,0.4081993,0.34477591
HMDB0000756,Alistipes,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.496011657,0.302974082,0.421619879
HMDB0000756,Allisonella,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.24,0.279277276,0.369864611
HMDB0000756,Asteroleplasma,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.437013203,-0.26119329,-0.238025059
HMDB0000756,Butyricicoccus,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.491818485,0.327767723,0.201112329
HMDB0000756,CAG-352,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.461558701,0.400530524,0.250707674
HMDB0000756,Coriobacteriaceae_UCG-003,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.519023751,0.4033647,0.243896102
HMDB0000756,Dorea,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.513377186,0.356348141,0.340229569
HMDB0000756,Elusimicrobium,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.5186339,0.272251522,0.210894892
HMDB0000756,Gemmiger,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.52,-0.294535502,-0.484504931
HMDB0000756,Howardella,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.482804819,0.304274055,0.224112166
HMDB0000756,Libanicoccus,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.415737866,0.341566638,0.353794042
HMDB0000756,Monoglobus,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.461421356,-0.53299942,-0.308874462
HMDB0000756,Prevotella,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.594480988,-0.429686446,-0.333681037
HMDB0000756,Shewanella,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.58,-0.535205903,-0.306133391
HMDB0000756,Succinivibrio,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,negative,-0.52,-0.174102877,-0.372930215
HMDB0000756,UCG-005,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.57441632,0.435221391,0.283663682
HMDB0000756,Weissella,hexanoyl-l-carnitine,Heart failure,Cardiovascular,,positive,0.489773106,0.249849659,0.277455851
HMDB0001848,Agathobacter,imipramine,Heart failure,Cardiovascular,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Heart failure,Cardiovascular,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Heart failure,Cardiovascular,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Heart failure,Cardiovascular,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Heart failure,Cardiovascular,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Heart failure,Cardiovascular,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Heart failure,Cardiovascular,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Heart failure,Cardiovascular,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Heart failure,Cardiovascular,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Heart failure,Cardiovascular,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Heart failure,Cardiovascular,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Heart failure,Cardiovascular,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Heart failure,Cardiovascular,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Heart failure,Cardiovascular,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Heart failure,Cardiovascular,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Heart failure,Cardiovascular,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Heart failure,Cardiovascular,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Heart failure,Cardiovascular,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Heart failure,Cardiovascular,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0032049,Alistipes,benzophenone,Headache,Neurological,Odor,positive,0.417006791,0.359359775,0.506910752
HMDB0032049,Atopobium,benzophenone,Headache,Neurological,Odor,negative,-0.499192233,-0.35901018,-0.213783121
HMDB0032049,Elusimicrobium,benzophenone,Headache,Neurological,Odor,positive,0.447630378,0.208850427,0.454303747
HMDB0032049,Paraprevotella,benzophenone,Headache,Neurological,Odor,positive,0.338931662,0.283504724,0.430892319
HMDB0001169,Allisonella,4-aminophenol,Headache,Neurological,,positive,0.543354557,0.500114261,0.410608617
HMDB0001169,Catenibacterium,4-aminophenol,Headache,Neurological,,negative,-0.608328157,-0.451235626,-0.26685444
HMDB0001169,Coprococcus,4-aminophenol,Headache,Neurological,,positive,0.383220192,0.361414241,0.369437857
HMDB0001169,Defluviitaleaceae_UCG-011,4-aminophenol,Headache,Neurological,,negative,-0.444499845,-0.341343365,-0.38729339
HMDB0000228,Allisonella,phenol,Headache,Neurological,Odor,positive,0.411963315,0.364919734,0.440956634
HMDB0000228,Anaerobiospirillum,phenol,Headache,Neurological,Odor,negative,-0.514860459,-0.374848488,-0.324945387
HMDB0000228,Asteroleplasma,phenol,Headache,Neurological,Odor,positive,0.307360533,0.397156735,0.326622502
HMDB0000228,Butyricicoccus,phenol,Headache,Neurological,Odor,negative,-0.268343243,-0.364126592,-0.461774336
HMDB0000228,Lactococcus,phenol,Headache,Neurological,Odor,negative,-0.393941793,-0.398746067,-0.369886017
HMDB0000228,Prevotellaceae_UCG-003,phenol,Headache,Neurological,Odor,negative,-0.387823676,-0.458783869,-0.294568198
HMDB0000228,Solobacterium,phenol,Headache,Neurological,Odor,negative,-0.412354924,-0.334642215,-0.302900518
HMDB0000462,Acinetobacter,allantoin,Meningitis,Neurological,,negative,-0.3992814,-0.328421345,-0.44502982
HMDB0000462,Agathobacter,allantoin,Meningitis,Neurological,,negative,-0.582404532,-0.54921898,-0.257063309
HMDB0000462,Allisonella,allantoin,Meningitis,Neurological,,positive,0.323486861,0.558066561,0.500124904
HMDB0000462,Anaerobiospirillum,allantoin,Meningitis,Neurological,,negative,-0.496524758,-0.448626035,-0.248940212
HMDB0000462,Butyricimonas,allantoin,Meningitis,Neurological,,negative,-0.508121173,-0.477131194,-0.37982919
HMDB0000462,CAG-352,allantoin,Meningitis,Neurological,,negative,-0.612338052,-0.225237189,-0.347900355
HMDB0000462,Colidextribacter,allantoin,Meningitis,Neurological,,negative,-0.549071198,-0.31684602,-0.313343259
HMDB0000462,Comamonas,allantoin,Meningitis,Neurological,,negative,-0.717946115,-0.417080913,-0.181444961
HMDB0000462,Defluviitaleaceae_UCG-011,allantoin,Meningitis,Neurological,,negative,-0.524284542,-0.389905647,-0.392362738
HMDB0000462,Desulfovibrio,allantoin,Meningitis,Neurological,,negative,-0.582404532,-0.386949363,-0.422458182
HMDB0000462,Gastranaerophilales,allantoin,Meningitis,Neurological,,negative,-0.586740692,-0.439326079,-0.363519394
HMDB0000462,Lachnospira,allantoin,Meningitis,Neurological,,negative,-0.505901699,-0.478848773,-0.430835098
HMDB0000462,Lactococcus,allantoin,Meningitis,Neurological,,negative,-0.505700041,-0.504967742,-0.50613982
HMDB0000462,Prevotella,allantoin,Meningitis,Neurological,,positive,0.36,0.228691818,0.308462941
HMDB0000462,Shewanella,allantoin,Meningitis,Neurological,,negative,-0.613783203,-0.23607813,-0.344847
HMDB0000462,Subdoligranulum,allantoin,Meningitis,Neurological,,negative,-0.570601133,-0.57535706,-0.409286535
HMDB0000462,Treponema,allantoin,Meningitis,Neurological,,negative,-0.519573488,-0.373058927,-0.352107242
HMDB0000462,UCG-003,allantoin,Meningitis,Neurological,,negative,-0.565737865,-0.482629345,-0.293893482
HMDB0000462,UCG-005,allantoin,Meningitis,Neurological,,negative,-0.665737865,-0.432958008,-0.310453128
HMDB0000462,UCG-009,allantoin,Meningitis,Neurological,,negative,-0.438787183,-0.336723139,-0.369695289
HMDB0031766,Acidaminococcus,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.341883153,-0.317136599,-0.374697125
HMDB0031766,Acinetobacter,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.355784675,-0.444607825,-0.457554208
HMDB0031766,Allisonella,alachlor,Digestive system disorder,Gastrointestinal,,positive,0.329150953,0.558771524,0.523673925
HMDB0031766,Anaerobiospirillum,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.496524758,-0.376358458,-0.266864464
HMDB0031766,Butyricicoccus,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.382404532,-0.501367291,-0.321223924
HMDB0031766,CAG-352,alachlor,Digestive system disorder,Gastrointestinal,,positive,0.359702503,0.317136599,0.309089718
HMDB0031766,Coprococcus,alachlor,Digestive system disorder,Gastrointestinal,,positive,0.256334672,0.375890112,0.495993666
HMDB0031766,Defluviitaleaceae_UCG-011,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.308534105,-0.389905647,-0.455802218
HMDB0031766,Escherichia,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.463770632,-0.185189929,-0.318040903
HMDB0031766,Lactococcus,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.366039134,-0.41980508,-0.372159762
HMDB0031766,Muribaculaceae,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.418885438,-0.438548233,-0.374379153
HMDB0031766,Oscillibacter,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.42,-0.383756718,-0.415882656
HMDB0031766,Treponema,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.398721401,-0.29764856,-0.292384784
HMDB0031766,UCG-009,alachlor,Digestive system disorder,Gastrointestinal,,negative,-0.243495889,-0.3872093,-0.403346265
HMDB0031802,Acidaminococcus,metalaxyl,Digestive system disorder,Gastrointestinal,,negative,-0.303743519,-0.304993065,-0.443015015
HMDB0031802,Acinetobacter,metalaxyl,Digestive system disorder,Gastrointestinal,,negative,-0.36969927,-0.456751359,-0.406594205
HMDB0031802,CAG-352,metalaxyl,Digestive system disorder,Gastrointestinal,,positive,0.439059747,0.304993065,0.237141325
HMDB0031802,Coprococcus,metalaxyl,Digestive system disorder,Gastrointestinal,,positive,0.517445616,0.375890112,0.475804686
HMDB0031802,Lachnospira,metalaxyl,Digestive system disorder,Gastrointestinal,,negative,-0.429442719,-0.396853615,-0.373272654
HMDB0031802,Roseburia,metalaxyl,Digestive system disorder,Gastrointestinal,,positive,0.594207931,0.319386498,0.467828458
HMDB0031802,UBA1819,metalaxyl,Digestive system disorder,Gastrointestinal,,negative,-0.545681295,-0.291872295,-0.480822435
HMDB0011754,Acidaminococcus,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.327601606,-0.256103995,-0.499858332
HMDB0011754,Acinetobacter,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.484356104,-0.472830287,-0.313283718
HMDB0011754,Allisonella,methyldopa,Digestive system disorder,Gastrointestinal,,positive,0.403934466,0.592578759,0.41220422
HMDB0011754,Butyricicoccus,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.526452547,-0.586348629,-0.435539301
HMDB0011754,CAG-352,methyldopa,Digestive system disorder,Gastrointestinal,,positive,0.377044325,0.413595411,0.245610818
HMDB0011754,Comamonas,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.631621762,-0.36940155,-0.253061429
HMDB0011754,Coprococcus,methyldopa,Digestive system disorder,Gastrointestinal,,positive,0.415759416,0.337648276,0.626950508
HMDB0011754,Escherichia-Shigella,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.545804546,-0.338193725,-0.363015498
HMDB0011754,Lachnospira,methyldopa,Digestive system disorder,Gastrointestinal,,negative,-0.467082039,-0.42444397,-0.324411
HMDB0011754,Prevotella,methyldopa,Digestive system disorder,Gastrointestinal,,positive,0.4,0.175245627,0.359761297
HMDB0000254,Acidaminococcus,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.365760494,-0.28590981,-0.348398354
HMDB0000254,Acinetobacter,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.500459225,-0.57836211,-0.46418902
HMDB0000254,Aeromonas,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.4872678,-0.327407026,-0.308980858
HMDB0000254,Agathobacter,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.575574031,-0.547922841,-0.343387263
HMDB0000254,Alistipes,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.443169499,0.35100561,0.448472999
HMDB0000254,Alloprevotella,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.529442719,0.512039991,0.321054219
HMDB0000254,Anaerobiospirillum,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.515737865,-0.542596638,-0.26832286
HMDB0000254,Asteroleplasma,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.45,0.438704877,0.314956481
HMDB0000254,Barnesiella,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.503606798,0.315376304,0.405481508
HMDB0000254,Butyricicoccus,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.508919936,-0.412868244,-0.224206035
HMDB0000254,CAG-352,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.474952858,0.462499609,0.260983387
HMDB0000254,Christensenellaceae_R-7_group,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.515737865,-0.486657053,-0.178982716
HMDB0000254,Colidextribacter,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.463399814,0.204801663,0.166477463
HMDB0000254,Collinsella,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.345346933,0.373976708,0.286489614
HMDB0000254,Coprococcus,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.451803399,0.383589874,0.507845452
HMDB0000254,Elusimicrobium,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.513049517,-0.472938104,-0.133071848
HMDB0000254,Escherichia,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.649937144,-0.378615521,-0.208231025
HMDB0000254,Escherichia-Shigella,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.636338998,-0.307409339,-0.309619225
HMDB0000254,Family_XIII_UCG-001,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.465967478,-0.390754276,-0.224447632
HMDB0000254,Flavonifractor,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.450481853,-0.371292142,-0.455092602
HMDB0000254,Helicobacter,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.468328157,-0.582130726,-0.135977509
HMDB0000254,Lactococcus,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.300181915,-0.474869808,-0.373659431
HMDB0000254,Megamonas,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.498885438,-0.370475354,-0.445699661
HMDB0000254,Monoglobus,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.585967478,-0.382640886,-0.226169763
HMDB0000254,Muribaculaceae,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.604972898,-0.374888623,-0.493102853
HMDB0000254,Odoribacter,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.515737865,0.544857964,0.29386568
HMDB0000254,Oribacterium,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.32,0.42391165,0.302764652
HMDB0000254,Phascolarctobacterium,succinic acid,Digestive system disorder,Gastrointestinal,Taste,negative,-0.375218299,-0.355097801,-0.289294345
HMDB0000254,Prevotellaceae_UCG-003,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.5,0.238311294,0.124642489
HMDB0000254,Rikenellaceae_RC9_gut_group,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.560519567,0.249075896,0.36263665
HMDB0000254,UCG-003,succinic acid,Digestive system disorder,Gastrointestinal,Taste,positive,0.63441632,0.287441468,0.271100994
HMDB0012108,Acinetobacter,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Digestive system disorder,Gastrointestinal,Touch,negative,-0.627082039,-0.382511217,-0.482090893
HMDB0012108,Aeromonas,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Digestive system disorder,Gastrointestinal,Touch,positive,0.371467078,0.310183496,0.410622087
HMDB0012108,Lactococcus,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Digestive system disorder,Gastrointestinal,Touch,negative,-0.439867214,-0.504967742,-0.394270969
HMDB0012108,Pseudoflavonifractor,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Digestive system disorder,Gastrointestinal,Touch,negative,-0.379056942,-0.394286142,-0.374236238
HMDB0012108,Pseudomonas,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,Digestive system disorder,Gastrointestinal,Touch,negative,-0.503778301,-0.401167531,-0.402730306
HMDB0014693,Acinetobacter,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Digestive system disorder,Gastrointestinal,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0240607,Acinetobacter,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.508932507,-0.420320755,-0.400863063
HMDB0240607,Anaerobiospirillum,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.415737865,-0.40515777,-0.292942208
HMDB0240607,Butyricicoccus,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.38323197,-0.594879515,-0.414502267
HMDB0240607,Coprococcus,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,positive,0.432314948,0.37359189,0.536472115
HMDB0240607,Helicobacter,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.460963706,-0.496805343,-0.327259917
HMDB0240607,Megasphaera,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,positive,0.443615043,0.318561048,0.222214825
HMDB0240607,Phascolarctobacterium,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.367532612,-0.426342344,-0.378526181
HMDB0240607,Prevotellaceae_UCG-003,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.476524758,-0.501939817,-0.128576101
HMDB0240607,Roseburia,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,positive,0.406330579,0.30586403,0.545795361
HMDB0240607,Shewanella,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.519420091,-0.275266601,-0.375466215
HMDB0240607,Weissella,glycohyocholic acid,Digestive system disorder,Gastrointestinal,,negative,-0.536524758,-0.60021234,-0.420789534
HMDB0000306,Aeromonas,tyramine,Digestive system disorder,Gastrointestinal,Odor,positive,0.480459225,0.399205563,0.303654775
HMDB0000306,Agathobacter,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.582404532,-0.689620748,-0.370695837
HMDB0000306,Alloprevotella,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.813489599,-0.513828663,-0.362063022
HMDB0000306,Christensenellaceae_R-7_group,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.718885438,-0.627691434,-0.337892609
HMDB0000306,Coprococcus,tyramine,Digestive system disorder,Gastrointestinal,Odor,positive,0.527082039,0.417173512,0.422848558
HMDB0000306,Coriobacteriaceae_UCG-003,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.534512395,-0.477336522,-0.251536926
HMDB0000306,Defluviitaleaceae_UCG-011,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.538538432,-0.551597953,-0.489838705
HMDB0000306,Elusimicrobium,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.649071198,-0.575179424,-0.344928552
